DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Mechanism,atc_category
DDInter11,Acarbose,DDInter340,Ceritinib,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter24,Activated charcoal,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter360,Chlorothiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter363,Chlorpromazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter365,Chlorthalidone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter373,Chromic chloride,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter374,Chromium picolinate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter383,Cinoxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter384,Ciprofloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter393,Clarithromycin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter403,Clobetasol (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter404,Clocortolone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter405,Clofarabine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter419,Clozapine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter439,Conjugated estrogens,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter440,Conjugated estrogens (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter441,Copanlisib,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter445,Corticotropin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1782,Tetracosactide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter462,Dabrafenib,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter472,Danazol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter482,Darunavir,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter492,Deflazacort,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter495,Delafloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter509,Desonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter510,Desoximetasone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter513,Dexamethasone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter515,Dexamethasone (ophthalmic),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter516,Dexamethasone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter518,Dexfenfluramine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter535,Diazoxide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter540,Diclofenamide,2,Unknown,Alimentary Tract And Metabolism
DDInter542,Dicoumarol,DDInter11,Acarbose,1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter545,Dienestrol (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter547,Diethylpropion,2,Unknown,Alimentary Tract And Metabolism
DDInter548,Diethylstilbestrol,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter550,Diflorasone (topical),DDInter11,Acarbose,1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter553,Digitoxin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter554,Digoxin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter577,Dobutamine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter584,Dopamine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter604,Drospirenone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter624,Efavirenz,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter642,Enfortumab vedotin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter644,Enoxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter650,Ephedrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter652,Epinephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter655,Epirubicin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter678,Esterified estrogens,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter679,Estradiol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter680,Estradiol (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter681,Estramustine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter682,Estrone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter683,Estrone sulfate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter684,Estrone sulfate (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter686,Etacrynic acid,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter690,Ethanol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter692,Ethinylestradiol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter701,Etonogestrel,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter704,Everolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter717,Fenfluramine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter747,Fludrocortisone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter753,Fluocinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter760,Fluphenazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter761,Flurandrenolide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter768,Fluticasone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter776,Formoterol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter777,Fosamprenavir,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter783,Fosphenytoin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter790,Furosemide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter808,Garlic,1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter809,Gatifloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter813,Gemifloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter820,Ginseng,2,Unknown,Alimentary Tract And Metabolism
DDInter839,Goserelin,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter842,Grepafloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter851,Halcinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1898,Ulobetasol (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter864,Histrelin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter883,Hydrochlorothiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter885,Hydrocortisone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter887,Hydrocortisone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter889,Hydroflumethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter905,Idelalisib,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter907,Iloperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter915,Indacaterol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter916,Indapamide,2,Unknown,Alimentary Tract And Metabolism
DDInter917,Indinavir,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter986,Isoniazid,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter987,Isoprenaline,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1021,Lanreotide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1033,Leflunomide,3,Unknown,Alimentary Tract And Metabolism
DDInter1042,Leuprolide,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1055,Levofloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1061,Levonorgestrel,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1064,Levothyroxine,2,Unknown,Alimentary Tract And Metabolism
DDInter1074,Liothyronine,DDInter11,Acarbose,2,Antagonism,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1075,Liotrix,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1081,Lithium carbonate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1084,Lomefloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1085,Lomitapide,3,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1093,Lorcaserin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1102,Lumateperone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1104,Lurasidone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1126,Mazindol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1137,Medroxyprogesterone acetate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1141,Megestrol acetate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1151,Mephentermine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1159,Mesoridazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1346,Orciprenaline,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1162,Metaraminol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1164,Metformin,1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1161,Metamfetamine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1167,Methazolamide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1168,Methdilazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1174,Methotrexate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1175,Methotrimeprazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1176,Methoxamine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1184,Methylcellulose,1,Absorption,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1191,Methylprednisolone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1192,Methylprednisolone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1199,Metolazone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1214,Midostaurin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1228,Mipomersen,3,Unknown,Alimentary Tract And Metabolism
DDInter1247,Moxifloxacin,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1259,Nalidixic acid,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1263,Naltrexone,2,Unknown,Alimentary Tract And Metabolism
DDInter1276,Nelfinavir,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1277,Neomycin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1286,Niacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1289,Nicotinamide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1311,Norepinephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1312,Norethisterone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1313,Norfloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1315,Norgestrel,2,Unknown,Alimentary Tract And Metabolism
DDInter1323,Octreotide,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1325,Ofloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1326,Olanzapine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1335,Omacetaxine mepesuccinate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1348,Orlistat,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1384,Pancrelipase,DDInter11,Acarbose,2,Absorption,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1398,Pasireotide,2,Unknown,Alimentary Tract And Metabolism
DDInter1404,Pegaspargase,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1409,Peginterferon beta-1a,2,Unknown,Alimentary Tract And Metabolism
DDInter1412,Pegvisomant,DDInter11,Acarbose,2,Synergy,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1420,Pentamidine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1432,Perphenazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1435,Pexidartinib,3,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1439,Phendimetrazine,2,Unknown,Alimentary Tract And Metabolism
DDInter1447,Phentermine,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1453,Phenylephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1458,Phenylpropanolamine,2,Unknown,Alimentary Tract And Metabolism
DDInter1460,Phenytoin,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1490,Polythiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1506,Pramlintide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1512,Prednicarbate (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1513,Prednisolone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1515,Prednisone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1527,Prochlorperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1529,Progesterone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1530,Progesterone (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1532,Promazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1533,Promethazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1537,Propiomazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1545,Pseudoephedrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1481,Plantago seed,1,Absorption,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1553,Quetiapine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1555,Quinestrol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1578,Remdesivir,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1605,Risperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1606,Ritodrine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1607,Ritonavir,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1635,Salmeterol,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1661,Sermorelin,DDInter11,Acarbose,2,Antagonism,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1665,Sibutramine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1678,Sirolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1698,Somapacitan,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1700,Somatrem,2,Unknown,Alimentary Tract And Metabolism
DDInter1699,Somatotropin,DDInter11,Acarbose,2,Antagonism,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1705,Sparfloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1717,Sucralfate,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1735,Tacrolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1741,Tagraxofusp,2,Antagonism,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1763,Temsirolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1766,Teprotumumab,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1769,Terbutaline,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1771,Teriflunomide,3,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1773,Tesamorelin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1793,Thiethylperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1814,Tioguanine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1796,Thioridazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1799,"Thyroid, porcine",2,Unknown,Alimentary Tract And Metabolism
DDInter1800,Thyrotropin alfa,DDInter11,Acarbose,2,Antagonism,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1817,Tipranavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1836,Torasemide,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1840,Trabectedin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1855,Triamcinolone,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1857,Triamcinolone (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1858,Triamcinolone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1861,Trichlormethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1866,Trifluoperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1867,Triflupromazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter45,Alimemazine,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1880,Triptorelin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1887,Trovafloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1892,Turmeric,2,Synergy,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1947,Vorinostat,2,Unknown,Alimentary Tract And Metabolism
DDInter11,Acarbose,DDInter1951,Warfarin,1,Unknown,Alimentary Tract And Metabolism
DDInter1967,Ziprasidone,DDInter11,Acarbose,2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter112,Aprepitant,2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter252,Bupropion,3,Synergy,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter380,Cimetidine,2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter513,Dexamethasone,1,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1004,Kanamycin,1,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1245,Morphine (liposomal),2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1277,Neomycin,1,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1319,Obeticholic acid,2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1340,Omeprazole,1,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1487,Polyethylene glycol (3350 with electrolytes),2,Unknown,Alimentary Tract And Metabolism
DDInter1066,Lidocaine,DDInter1713,Streptomycin,1,Unknown,Alimentary Tract And Metabolism
DDInter1881,Troglitazone,DDInter1066,Lidocaine,1,Unknown,Alimentary Tract And Metabolism
DDInter1453,Phenylephrine,DDInter16,Acetohexamide,2,Unknown,Alimentary Tract And Metabolism
DDInter1453,Phenylephrine,DDInter36,Albiglutide,2,Unknown,Alimentary Tract And Metabolism
DDInter1453,Phenylephrine,DDInter51,Alogliptin,2,Unknown,Alimentary Tract And Metabolism
